Link Name,Center of Mass X,Center of Mass Y,Center of Mass Z,Center of Mass Roll,Center of Mass Pitch,Center of Mass Yaw,Mass,Moment Ixx,Moment Ixy,Moment Ixz,Moment Iyy,Moment Iyz,Moment Izz,Visual X,Visual Y,Visual Z,Visual Roll,Visual Pitch,Visual Yaw,Mesh Filename,Color Red,Color Green,Color Blue,Color Alpha,Collision X,Collision Y,Collision Z,Collision Roll,Collision Pitch,Collision Yaw,Collision Mesh Filename,Material Name,SW Components,Coordinate System,Axis Name,Joint Name,Joint Type,Joint Origin X,Joint Origin Y,Joint Origin Z,Joint Origin Roll,Joint Origin Pitch,Joint Origin Yaw,Parent,Joint Axis X,Joint Axis Y,Joint Axis Z,Limit Effort,Limit Velocity,Limit Lower,Limit Upper,Calibration rising,Calibration falling,Dynamics Damping,Dynamics Friction,Safety Soft Upper,Safety Soft Lower,Safety K Position,Safety K Velocity
workbench_link,0.42892,0.020265,-0.31198,0,0,0,53.725,2.969,1.6142E-06,-0.00010958,1.6706,-2.7677E-06,3.987,0,0,0,0,0,0,package://workbench/meshes/workbench_link.STL,0.33725,0.52941,0.75686,1,0,0,0,0,0,0,package://workbench/meshes/workbench_link.STL,,ST-GP-003-0001.STEP-106;CE-SN-004-0003.STEP-1;ST-RB-001-0002.STEP-1;ST-HP-003-0001.STEP-6;ST-EXT-001-0720.STEP-5;HW-EC-001-0001__2.STEP-1;ST-GP-003-0001.STEP-108;ST-EXT-001-0720.STEP-6;ST-GP-003-0001.STEP-107;ST-GP-003-0001.STEP-105;CE-SN-004-0003.STEP-2;ST-PN-010-0004.STEP-12;ST-PN-010-0004.STEP-7;ST-PN-010-0004.STEP-5;ST-EXT-001-0090.STEP-1;ST-PN-010-0004.STEP-14;ST-PN-010-0004.STEP-13;ST-PN-010-0004.STEP-11;ST-PN-010-0004.STEP-8;ST-PN-010-0004.STEP-6;ST-PN-010-0004.STEP-10;ST-PN-010-0004.STEP-9;ST-PN-010-0004.STEP-3;ST-PN-010-0004.STEP-1;ST-EXT-002-1890.STEP-2;imported-PANEL-57D86B176C50_196162.STEP-1;MO-WL-003-0002.STEP-1;CE-SN-002-0001__2.STEP-1;HW-EC-002-0001__2.STEP-5;HW-EC-002-0001__2.STEP-1;HW-EC-002-0001__2.STEP-4;ST-SP-010-0002.STEP-3;HW-EC-002-0001__2.STEP-3;MO-WL-003-0002.STEP-5;ST-SP-010-0002.STEP-4;MO-SM-001-0001.STEP-1;ST-GP-001-0003.STEP-2;MO-WL-003-0002.STEP-2;ST-SP-010-0002.STEP-1;ST-SP-010-0002.STEP-5;ST-SP-010-0002.STEP-2;MO-WL-003-0002.STEP-3;ST-GP-001-0003.STEP-3;ST-GP-001-0003.STEP-1;HW-EC-002-0001__2.STEP-2;ST-PN-010-0004.STEP-4;ST-PN-010-0004.STEP-2;imported-PANEL-6B133D22EB97_196163.STEP-1;MO-WL-003-0002.STEP-4;ST-HP-003-0001.STEP-4;ST-HP-003-0001.STEP-2;HW-EC-005-0001.STEP-1;ST-EXT-001-0720.STEP-4;ST-EXT-001-0720.STEP-3;ST-GP-003-0001.STEP-98;ST-GP-003-0001.STEP-97;ST-GP-003-0001.STEP-100;ST-GP-003-0001.STEP-104;ST-HP-003-0001.STEP-1;ST-EXT-005-0585.STEP-1;HW-EC-005-0001.STEP-2;ST-GP-003-0004.STEP-4;ST-GP-003-0001.STEP-96;ST-GP-003-0004.STEP-3;ST-GP-003-0001.STEP-103;ST-EXT-005-0585.STEP-2;ST-GP-003-0004.STEP-1;ST-GP-003-0001.STEP-99;ST-GP-003-0001.STEP-101;ST-GP-003-0004.STEP-2;ST-GP-003-0001.STEP-95;ST-GP-003-0001.STEP-102;ST-HP-003-0001.STEP-5;ST-HP-003-0001.STEP-3;ST-EXT-002-0900.STEP-7;ST-EXT-001-0720.STEP-1;ST-EXT-001-0720.STEP-2;ST-GP-003-0001.STEP-94;ST-GP-003-0001.STEP-89;ST-GP-003-0001.STEP-91;ST-GP-003-0001.STEP-92;ST-GP-003-0001.STEP-90;ST-GP-003-0001.STEP-82;ST-GP-003-0001.STEP-81;ST-GP-003-0001.STEP-71;ST-GP-003-0001.STEP-78;ST-GP-003-0001.STEP-93;ST-GP-003-0001.STEP-69;ST-GP-003-0001.STEP-66;ST-GP-003-0001.STEP-74;ST-GP-003-0001.STEP-86;ST-GP-003-0001.STEP-77;ST-GP-003-0001.STEP-85;ST-GP-003-0001.STEP-88;ST-GP-003-0001.STEP-76;ST-GP-003-0001.STEP-87;ST-GP-003-0001.STEP-84;ST-GP-003-0001.STEP-80;ST-GP-003-0001.STEP-73;ST-GP-003-0001.STEP-68;ST-GP-003-0001.STEP-70;ST-GP-003-0001.STEP-79;ST-GP-003-0001.STEP-67;ST-GP-003-0001.STEP-83;ST-GP-003-0001.STEP-75;ST-GP-003-0001.STEP-72;ST-GP-003-0001.STEP-65;ST-GP-003-0001.STEP-64;ST-GP-003-0001.STEP-62;ST-GP-003-0001.STEP-63;ST-GP-003-0001.STEP-58;ST-GP-003-0001.STEP-54;ST-GP-003-0001.STEP-55;ST-GP-003-0001.STEP-45;ST-GP-003-0001.STEP-44;ST-GP-003-0001.STEP-41;ST-GP-003-0001.STEP-35;ST-GP-003-0001.STEP-48;ST-GP-003-0001.STEP-46;ST-GP-003-0001.STEP-37;ST-GP-003-0001.STEP-36;ST-GP-003-0001.STEP-43;ST-GP-003-0001.STEP-60;ST-GP-003-0001.STEP-59;ST-GP-003-0001.STEP-57;ST-GP-003-0001.STEP-53;ST-GP-003-0001.STEP-50;ST-GP-003-0001.STEP-56;ST-GP-003-0001.STEP-47;ST-GP-003-0001.STEP-33;ST-GP-003-0001.STEP-38;ST-GP-003-0001.STEP-49;ST-GP-003-0001.STEP-40;ST-GP-003-0001.STEP-61;ST-GP-003-0001.STEP-51;ST-GP-003-0001.STEP-34;ST-GP-003-0001.STEP-52;ST-GP-003-0001.STEP-42;ST-GP-003-0001.STEP-39;ST-GP-003-0001.STEP-31;ST-GP-003-0001.STEP-29;ST-GP-003-0001.STEP-28;ST-GP-003-0001.STEP-27;ST-GP-003-0001.STEP-25;ST-GP-003-0001.STEP-24;ST-GP-003-0001.STEP-22;ST-GP-003-0001.STEP-23;ST-GP-003-0001.STEP-20;ST-GP-003-0001.STEP-1;ST-GP-003-0001.STEP-18;ST-GP-003-0001.STEP-13;ST-GP-003-0001.STEP-10;ST-GP-003-0001.STEP-7;ST-GP-003-0001.STEP-9;ST-GP-003-0001.STEP-16;ST-GP-003-0001.STEP-14;ST-GP-003-0001.STEP-2;ST-GP-003-0001.STEP-12;ST-GP-003-0001.STEP-15;ST-GP-003-0001.STEP-26;ST-GP-003-0001.STEP-8;ST-GP-003-0001.STEP-32;ST-GP-003-0001.STEP-30;ST-GP-003-0001.STEP-5;ST-GP-003-0001.STEP-17;ST-GP-003-0001.STEP-3;ST-GP-003-0001.STEP-6;ST-GP-003-0001.STEP-4;ST-GP-003-0001.STEP-19;ST-GP-003-0001.STEP-11;ST-GP-003-0001.STEP-21;ST-EXT-002-0900.STEP-6;ST-EXT-002-0855.STEP-8;ST-EXT-002-0855.STEP-7;ST-EXT-002-0855.STEP-6;ST-EXT-002-0855.STEP-5;ST-EXT-002-0900.STEP-3;ST-EXT-002-1890.STEP-1;ST-EXT-002-0540.STEP-1;ST-EXT-002-0900.STEP-5;0.STEP-1;ST-EXT-002-0855.STEP-4;ST-EXT-002-0765.STEP-2;ST-EXT-002-0765.STEP-3;ST-EXT-002-0900.STEP-4;ST-EXT-002-0855.STEP-3;ST-EXT-002-0855.STEP-1;ST-EXT-002-0765.STEP-5;0-2.STEP-1;ST-EXT-002-0900.STEP-1;ST-EXT-002-0900.STEP-2;ST-EXT-002-0765.STEP-4;ST-EXT-002-0855.STEP-2;ST-EXT-002-0765.STEP-1,Coordinate System1,,,,0,0,0,0,0,0,,0,0,0,,,,,,,,,,,,
